"NET_INCOME","OP_PROFIT_LOSS","TRANS_REV_PAX","PROP_FREIGHT","PROP_BAG","RES_CANCEL_FEES","MISC_OP_REV","TRANS_REVENUE","OP_REVENUES","FLYING_OPS","MAINTENANCE","PAX_SERVICE","AIRCFT_SERVICES","GENERAL_ADMIN","DEPREC_AMORT","TRANS_EXPENSES","OP_EXPENSES","INCOME_PRE_TAX","AIRLINE_ID","UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","CARRIER_NAME","UNIQUE_CARRIER_ENTITY","REGION","YEAR","QUARTER",
-86033.65,-203287.59,117643.84,0.00,65342.22,6878.65,1335.19,67557.88,258757.77,296753.64,34217.44,28843.21,71091.62,5695.32,7328.24,0.00,462045.36,-106517.86,20436,"F9","Frontier Airlines Inc.","Frontier Airlines Inc.","06460","D",2021,1,
-78687.12,-31256.34,160767.23,0.00,0.00,0.00,0.00,0.00,160767.23,87587.79,66832.93,21688.91,351.79,13254.91,2307.24,0.00,192023.57,-78687.12,20363,"9E","Endeavor Air Inc.","Endeavor Air Inc.","07024","D",2021,3,
-69665.56,-69665.56,19192.47,101260.44,262.80,61.69,4449.66,877.28,138068.21,103389.19,22441.67,13369.79,22287.65,28446.91,12366.10,166.57,207733.77,-69665.56,19805,"AA","American Airlines Inc.","American Airlines Inc.","10052","P",2021,1,
-67430.00,-56742.00,,144320.00,,,16931.00,185742.00,348242.00,59254.00,12922.00,,84626.00,41501.00,15625.00,179493.00,404984.00,-85048.00,20107,"FX","Federal Express Corporation","Federal Express Corporation","16195","L",2021,3,
-66750.76,-27419.30,158696.65,0.00,0.00,0.00,0.00,0.00,158696.65,81118.27,64847.65,21099.22,325.48,16424.36,2300.98,0.00,186115.94,-66750.76,20363,"9E","Endeavor Air Inc.","Endeavor Air Inc.","07024","D",2021,2,
-60649.35,-60649.35,38821.31,80477.63,648.00,51.67,4146.52,920.54,132926.44,92310.02,21052.39,13383.81,22741.07,25385.47,10764.92,236.76,193575.79,-60649.35,19805,"AA","American Airlines Inc.","American Airlines Inc.","10052","P",2021,2,
-59300.82,-204706.55,310412.99,244289.65,10430.01,1090.42,207.12,12887.11,585570.41,300944.14,51930.09,89328.85,134763.59,82449.83,80103.19,6788.92,790276.97,-82488.94,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","10874","A",2021,2,
-56558.96,-25403.06,142967.81,0.00,0.00,0.00,0.00,0.00,142967.81,73503.43,66863.85,18781.92,332.85,6695.69,2193.12,0.00,168370.86,-56558.96,20363,"9E","Endeavor Air Inc.","Endeavor Air Inc.","07024","D",2021,1,
-52745.00,-158198.00,119741.00,66993.00,11763.00,1636.00,49146.00,546.00,262694.00,162796.00,34308.00,34783.00,92789.00,43178.00,29539.00,541.00,420892.00,-79344.00,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","10261","A",2021,1,
-51860.54,-199409.37,117437.88,13061.60,6995.00,358.84,2369.89,21003.37,162336.02,125539.48,46834.64,34837.70,53933.52,46051.90,31982.76,4919.65,361745.38,-66739.07,19690,"HA","Hawaiian Airlines Inc.","Hawaiian Airlines Inc.","05375","D",2021,1,
-40603.57,-122291.71,170912.98,102.73,24180.04,414.83,1096.64,18781.83,215678.23,121694.06,37412.06,32949.61,65064.17,34033.06,32923.87,67.24,337969.93,-57071.82,20409,"B6","JetBlue Airways","JetBlue Airways","16673","L",2021,1,
-39511.28,-101510.50,289409.83,0.00,0.00,0.00,54.60,14.92,289479.35,129431.46,70310.51,14421.27,81482.26,90618.24,4669.81,3.29,390989.85,-50867.10,20398,"MQ","Envoy Air","Envoy Air","06820","D",2021,3,
-32194.41,-32194.41,43426.15,65847.73,790.36,38.93,4521.90,1153.54,121484.30,72942.19,16957.57,11547.36,17836.66,20061.73,7658.66,215.57,153678.71,-32194.41,19805,"AA","American Airlines Inc.","American Airlines Inc.","10052","P",2021,3,
-29649.89,-2303.31,44080.06,0.00,19001.45,1418.38,23788.90,219.99,88508.78,44632.01,6106.91,5436.13,8580.68,14832.89,7591.38,0.00,90812.09,-28150.97,20416,"NK","Spirit Air Lines","Spirit Air Lines","16831","L",2021,2,
-25228.50,-61525.51,166106.10,0.00,0.00,0.00,0.00,0.00,166106.10,127888.00,54350.07,16012.43,7987.47,14697.24,6696.39,0.00,227631.61,-32486.42,20397,"OH","PSA Airlines Inc.","PSA Airlines Inc.","07028","D",2021,3,
-20933.94,-20933.94,868637.09,56144.45,64874.34,750.54,89927.79,22946.31,1108135.27,411223.70,150583.56,102403.53,158240.89,179389.25,68036.93,1911.41,1129069.21,-20933.94,19805,"AA","American Airlines Inc.","American Airlines Inc.","10050","L",2021,3,
-20586.00,-72598.00,57885.00,43935.00,1113.00,311.00,24157.00,1494.00,130362.00,77874.00,15189.00,17156.00,45766.00,21296.00,12877.00,1480.00,202960.00,-33706.00,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","10262","P",2021,1,
-15746.43,-18740.35,827.22,1967.45,1297.50,24.13,237.48,2011.84,14792.73,13570.18,3641.37,3408.66,4692.13,3203.23,2032.26,119.45,33533.08,-15474.28,19690,"HA","Hawaiian Airlines Inc.","Hawaiian Airlines Inc.","15375","P",2021,3,
-15734.00,-57170.00,42875.00,-213.00,3954.00,4257.00,0.00,0.00,51367.00,38544.00,11168.00,10297.00,19380.00,15082.00,7897.00,0.00,108537.00,-20171.00,19930,"AS","Alaska Airlines Inc.","Alaska Airlines Inc.","16031","L",2021,1,
-15677.02,-49201.93,673540.19,0.00,0.00,0.00,0.00,7910.51,722297.61,338465.58,242825.52,52206.00,38992.43,45392.04,53032.27,0.00,771499.54,-19184.37,20304,"OO","SkyWest Airlines Inc.","SkyWest Airlines Inc.","06700","D",2021,3,
-14297.00,23358.00,,894098.00,,,1562.00,758467.00,1654350.00,349591.00,116767.00,,221766.00,178264.00,70606.00,663117.00,1630992.00,-27256.00,20107,"FX","Federal Express Corporation","Federal Express Corporation","16197","P",2021,3,
-12804.65,-31952.35,23975.17,0.00,13483.23,150.47,14822.47,154.44,52585.79,39140.07,5612.83,5996.07,8509.17,14113.27,8471.56,0.00,84538.14,-15752.71,20416,"NK","Spirit Air Lines","Spirit Air Lines","16831","L",2021,1,
-11181.97,-11163.99,0.00,0.00,0.00,0.00,0.00,0.00,12645.95,19031.54,2367.56,799.39,539.28,1072.11,0.00,0.00,23809.94,-11181.97,20405,"N8","National Air Cargo Group Inc d/ba National Airlines","National Air Cargo Group Inc d/ba National Airline","07029","D",2021,3,
-10725.42,-10711.85,0.00,0.00,0.00,0.00,0.00,0.00,9724.30,13735.08,2103.16,1092.05,725.36,2700.24,80.26,0.00,20436.15,-10725.42,20405,"N8","National Air Cargo Group Inc d/ba National Airlines","National Air Cargo Group Inc d/ba National Airline","07029","D",2021,2,
-10131.83,-21898.86,118842.09,0.00,0.00,0.00,0.00,0.00,118842.09,43703.65,57091.13,7797.23,296.66,13849.13,18003.15,0.00,140740.95,-3389.42,20378,"YV","Mesa Airlines Inc.","Mesa Airlines Inc.","06689","D",2021,3,
-9668.01,-9179.28,6636.43,1032.59,277.26,200.51,0.00,755.25,10167.84,3164.62,607.57,638.28,2689.48,4417.30,5664.54,1333.65,19347.11,-9668.01,21492,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC","11019","I",2021,1,
-9303.58,-11163.21,2982.66,0.00,0.00,0.00,175.17,0.00,10430.90,11667.79,4498.21,0.00,1931.30,2817.87,632.68,0.00,21594.11,-9303.58,21712,"2HQ","Elite Airways LLC","Elite Airways LLC","01200","D",2021,3,
-8908.89,-8411.60,,23440.78,,,,,49367.22,18436.07,15176.83,,5292.73,7865.77,5457.85,4179.14,57778.82,-8749.97,20370,"KAQ","Kalitta Air LLC","Kalitta Air LLC","06683","D",2021,3,
-7152.61,-19590.39,5006.79,7708.10,589.78,30.26,199.82,1762.67,19168.88,16307.92,5216.30,2886.49,4732.08,3788.44,3253.91,56.49,38759.28,-8407.08,19690,"HA","Hawaiian Airlines Inc.","Hawaiian Airlines Inc.","15375","P",2021,1,
-6864.91,-44992.46,60780.58,0.00,0.00,0.00,49035.39,0.00,109815.97,36154.45,24681.52,4311.90,64564.84,21015.51,4080.23,0.00,154808.43,-8729.18,20427,"PT","Piedmont Airlines","Piedmont Airlines","06918","D",2021,3,
-6060.80,-6026.07,1278.69,0.00,0.00,0.00,81.62,0.00,6874.48,6933.12,2610.31,0.00,1244.21,1675.81,421.79,0.00,12900.55,-6060.80,21712,"2HQ","Elite Airways LLC","Elite Airways LLC","01200","D",2021,2,
-5464.66,-5501.54,0.00,4441.28,0.00,0.00,2244.85,3253.88,21610.93,9631.01,3779.39,,2872.55,,344.68,8599.90,27112.47,-5464.66,20108,"NC","Northern Air Cargo Inc.","Northern Air Cargo Inc.","11041","I",2021,2,
-5453.77,-5379.92,0.00,2775.99,0.00,0.00,574.21,1027.87,17818.24,6352.78,9047.72,0.00,2061.71,2142.05,3469.51,0.00,23198.16,-5453.77,20169,"L2","Lynden Air Cargo Airlines","Lynden Air Cargo Airlines","06699","D",2021,2,
-5453.17,-5100.36,0.00,0.00,0.00,0.00,73.44,0.00,1189.24,894.12,447.70,268.24,1672.12,1296.65,960.94,304.26,6289.59,-5453.17,21492,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC","01159","D",2021,2,
-5305.60,-9495.78,6658.36,8625.22,1106.41,24.93,201.76,1710.46,25959.33,16213.57,3812.00,2846.56,4335.84,3154.53,2621.73,64.93,35455.11,-5431.41,19690,"HA","Hawaiian Airlines Inc.","Hawaiian Airlines Inc.","15375","P",2021,2,
-5019.67,-13119.20,7203.41,0.00,2349.89,247.38,207.72,2429.57,12437.97,16850.68,1474.42,1732.37,4175.11,130.78,345.92,0.00,25557.17,-6214.83,20436,"F9","Frontier Airlines Inc.","Frontier Airlines Inc.","16461","L",2021,1,
-5013.07,-4713.49,0.00,0.00,0.00,0.00,382.24,0.00,5258.18,1401.53,597.52,318.30,3655.29,1543.91,1298.81,673.16,9971.67,-5013.07,21492,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC","01159","D",2021,3,
-4857.87,-4627.82,0.00,3257.73,0.00,0.00,325.87,2550.78,16808.53,8309.84,2938.94,,2108.47,,499.65,6090.94,21436.35,-4857.87,20108,"NC","Northern Air Cargo Inc.","Northern Air Cargo Inc.","11041","I",2021,1,
-4803.18,-4788.94,0.00,4978.77,0.00,0.00,1364.32,3848.50,24998.66,10332.03,3864.38,,3673.13,,533.89,8614.53,29787.61,-4803.18,20108,"NC","Northern Air Cargo Inc.","Northern Air Cargo Inc.","11041","I",2021,3,
-3662.68,-3646.40,5763.54,0.00,0.00,0.00,2.57,0.54,5766.65,3342.56,1915.35,444.30,2166.30,1390.56,153.59,0.01,9413.05,-3647.61,20398,"MQ","Envoy Air","Envoy Air","16820","L",2021,1,
-3599.50,-3573.51,334.93,0.00,0.00,0.00,25.16,0.00,2407.31,2968.84,1337.14,0.00,440.97,853.96,371.31,0.00,5980.82,-3599.50,21712,"2HQ","Elite Airways LLC","Elite Airways LLC","01200","D",2021,1,
-3441.15,-42062.08,157429.98,0.00,0.00,0.00,0.00,0.00,157429.98,93337.01,59529.70,16352.30,7979.55,15717.39,6576.10,0.00,199492.06,-4151.58,20397,"OH","PSA Airlines Inc.","PSA Airlines Inc.","07028","D",2021,2,
-3420.15,-3426.67,0.00,4965.02,0.00,0.00,427.71,2689.33,20381.46,7085.27,8285.75,0.00,2468.91,1956.75,3857.25,0.00,23808.13,-3420.15,20169,"L2","Lynden Air Cargo Airlines","Lynden Air Cargo Airlines","06699","D",2021,3,
-3084.00,-36700.00,82608.00,59602.00,1205.00,332.00,22855.00,1376.00,168173.00,100529.00,14934.00,14654.00,34245.00,14393.00,13463.00,1077.00,204873.00,354.00,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","10262","P",2021,2,
-2971.84,-58883.46,127135.17,0.00,0.00,0.00,0.00,0.00,127135.17,89885.02,49723.46,14332.48,8611.09,16924.02,6542.55,0.00,186018.63,-3760.20,20397,"OH","PSA Airlines Inc.","PSA Airlines Inc.","07028","D",2021,1,
-2928.22,-2872.61,9573.22,0.00,0.00,0.00,4.57,0.88,9578.67,4236.80,2437.82,698.93,3103.17,1786.11,187.50,0.00,12451.28,-2873.06,20398,"MQ","Envoy Air","Envoy Air","16820","L",2021,2,
-2800.80,-3243.51,11302.83,0.00,0.00,0.00,2.13,0.58,11305.55,5054.91,2745.96,563.22,3182.27,2818.12,182.38,0.13,14549.06,-3244.30,20398,"MQ","Envoy Air","Envoy Air","16820","L",2021,3,
-2793.38,-2061.53,,24887.24,,,,,49353.10,18634.89,14212.35,,5610.31,1930.13,5678.12,3872.44,51414.63,-2430.14,20370,"KAQ","Kalitta Air LLC","Kalitta Air LLC","06683","D",2021,2,
-2533.16,-2413.21,0.00,1698.77,0.00,0.00,169.93,1330.12,8764.91,2196.12,2774.35,,1099.47,,1155.82,3176.16,11178.12,-2533.16,20108,"NC","Northern Air Cargo Inc.","Northern Air Cargo Inc.","06721","D",2021,1,
-2186.62,-3718.09,8469.50,0.00,1242.26,0.00,869.23,0.00,10684.11,5158.82,1407.88,0.00,0.00,0.00,747.46,0.00,14402.20,-2186.62,20401,"3M","Silver Airways","Silver Airways","06888","D",2021,1,
-1844.40,-1353.73,0.00,0.00,0.00,0.00,49.31,0.00,70539.58,30823.56,32199.49,56.65,2256.19,3966.49,2590.94,0.00,71893.31,-1844.40,19874,"8C","Air Transport International","Air Transport International","06029","D",2021,1,
-1726.07,-2363.00,6420.84,0.00,0.00,0.00,0.00,0.00,6420.84,2324.11,4653.49,425.84,16.06,749.63,614.71,0.00,8783.84,-1361.11,20378,"YV","Mesa Airlines Inc.","Mesa Airlines Inc.","11022","L",2021,3,
-1627.65,-1584.82,0.00,0.00,0.00,0.00,0.00,0.00,110.95,277.38,53.25,55.94,235.73,387.17,496.49,116.89,1695.76,-1627.65,21492,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC","01159","D",2021,1,
-1534.22,-1511.50,0.00,0.00,0.00,0.00,1.36,0.00,12255.62,8517.87,3265.94,790.37,327.37,226.27,639.31,0.00,13767.12,-1534.22,19874,"8C","Air Transport International","Air Transport International","16028","A",2021,2,
-1385.57,-1352.34,0.00,0.00,0.00,0.00,7.16,0.00,12775.10,8744.00,3451.29,802.05,318.49,204.33,607.29,0.00,14127.45,-1385.57,19874,"8C","Air Transport International","Air Transport International","16028","A",2021,3,
-1347.01,-3473.39,,23745.26,,,,,46851.73,17171.83,15205.52,,5742.91,691.48,5607.15,4098.40,50325.12,-1233.98,20370,"KAQ","Kalitta Air LLC","Kalitta Air LLC","06683","D",2021,1,
-1307.64,-1275.51,0.00,0.00,0.00,0.00,3.23,0.00,15564.10,9897.93,4864.68,752.62,464.28,259.70,600.40,0.00,16839.61,-1307.64,19874,"8C","Air Transport International","Air Transport International","16028","A",2021,1,
-1179.83,-1187.80,0.00,958.88,0.00,0.00,484.67,702.52,4665.85,-1626.97,3358.94,,620.19,,1237.78,1856.74,5853.64,-1179.83,20108,"NC","Northern Air Cargo Inc.","Northern Air Cargo Inc.","06721","D",2021,2,
-1150.97,-975.99,0.00,0.00,0.00,0.00,185.08,0.00,2986.75,2811.31,201.48,0.00,0.00,0.00,61.99,0.00,3962.73,-1074.98,20166,"GFQ","Gulf And Caribbean Cargo","Gulf And Caribbean Cargo","16565","I",2021,3,
-1099.39,-7258.89,0.00,2115.67,0.00,0.00,185.60,1109.13,14626.20,6693.73,7397.17,0.00,2353.98,2000.18,3281.28,0.00,21885.09,-1099.39,20169,"L2","Lynden Air Cargo Airlines","Lynden Air Cargo Airlines","06699","D",2021,1,
-1008.62,-5587.89,14442.38,290.33,1860.98,556.79,10.21,133.23,20111.82,9803.52,1931.70,1580.54,5410.46,3499.63,2271.49,0.00,25699.72,-1008.62,20422,"SY","Sun Country Airlines d/b/a MN Airlines","Sun Country Airlines d/b/a MN Airlines","16795","L",2021,1,
-991.19,-723.12,0.00,0.00,0.00,0.00,154.75,0.00,2976.35,2583.04,182.62,0.00,0.00,0.00,58.12,0.00,3699.46,-803.24,20166,"GFQ","Gulf And Caribbean Cargo","Gulf And Caribbean Cargo","16565","I",2021,2,
-877.54,-1375.18,391.13,5116.84,13.38,,47.24,253.29,17303.98,7464.21,5373.00,,,,752.80,145.59,18679.16,-877.54,20408,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","Tatonduk Outfitters Limited d/b/a Everts Air Alask","06860","D",2021,2,
-816.35,-19647.84,28083.08,0.00,0.00,0.00,0.00,0.00,28083.08,14934.70,20758.40,2540.94,2069.72,6830.50,589.11,0.00,47730.92,-816.35,20445,"C5","Commutair Aka Champlain Enterprises, Inc.","Commutair Aka Champlain Enterprises, Inc.","06944","D",2021,1,
-666.12,15872.82,0.00,121766.59,0.00,0.00,12621.10,0.00,499577.02,231777.22,101705.47,8955.03,65297.09,35041.78,34950.08,205.63,483704.20,7639.08,20007,"5Y","Atlas Air Inc.","Atlas Air Inc.","16087","I",2021,1,
-550.79,-1793.61,7630.28,0.00,0.00,0.00,0.00,0.00,7630.28,2717.75,4070.15,510.51,43.58,1230.29,851.61,0.00,9423.89,-550.79,20378,"YV","Mesa Airlines Inc.","Mesa Airlines Inc.","11022","L",2021,2,
-537.68,-213.58,1098.54,0.00,0.00,0.00,0.00,0.00,1098.54,598.50,456.68,148.20,2.40,90.57,15.77,0.00,1312.12,-537.68,20363,"9E","Endeavor Air Inc.","Endeavor Air Inc.","11027","L",2021,3,
-521.96,-2437.78,11146.48,0.00,1909.83,0.00,847.31,0.00,13924.28,5299.48,1966.44,0.00,0.00,0.00,560.82,0.00,16362.06,-521.96,20401,"3M","Silver Airways","Silver Airways","06888","D",2021,2,
-450.81,-4397.16,7421.95,0.00,0.00,0.00,0.00,0.00,7421.95,3319.46,5524.54,525.54,59.42,950.59,1439.54,0.00,11819.10,-450.81,20378,"YV","Mesa Airlines Inc.","Mesa Airlines Inc.","11022","L",2021,1,
-441.47,-181.34,1049.57,0.00,0.00,0.00,0.00,0.00,1049.57,536.49,428.88,139.54,2.15,108.63,15.22,0.00,1230.92,-441.47,20363,"9E","Endeavor Air Inc.","Endeavor Air Inc.","11027","L",2021,2,
-355.96,-605.27,1378.76,0.00,202.23,0.00,141.50,0.00,1739.27,839.81,229.19,0.00,0.00,0.00,121.68,0.00,2344.54,-355.96,20401,"3M","Silver Airways","Silver Airways","11056","I",2021,1,
-327.31,-811.21,0.00,0.00,0.00,0.00,230.83,0.00,2935.97,2635.21,202.21,0.00,0.00,0.00,56.39,0.00,3747.19,18.38,20166,"GFQ","Gulf And Caribbean Cargo","Gulf And Caribbean Cargo","16565","I",2021,1,
-278.08,904.94,0.00,214563.26,0.00,0.00,161771.97,0.00,382830.11,334214.20,693.45,0.00,26819.56,2895.94,344.61,8466.28,381925.17,-271.63,20100,"PO","Polar Air Cargo Airways","Polar Air Cargo Airways","16758","P",2021,2,
-265.36,-264.57,0.00,275.06,0.00,0.00,75.37,212.62,1381.10,-5257.80,4494.78,,202.93,,1576.83,475.93,1645.67,-265.36,20108,"NC","Northern Air Cargo Inc.","Northern Air Cargo Inc.","06721","D",2021,3,
-262.22,-117.78,662.83,0.00,0.00,0.00,0.00,0.00,662.83,340.78,310.00,87.08,1.54,31.04,10.17,0.00,780.61,-262.22,20363,"9E","Endeavor Air Inc.","Endeavor Air Inc.","11027","L",2021,1,
-199.16,-264.40,0.00,182742.94,0.00,0.00,131262.87,0.00,322216.35,273427.25,638.56,0.00,29036.20,2867.90,316.22,8331.45,322480.75,-199.16,20100,"PO","Polar Air Cargo Airways","Polar Air Cargo Airways","16758","P",2021,1,
