year,quarter,month,airline_id,unique_carrier,unique_carrier_name,unique_carrier_entity,region,carrier_name,service_class,rev_pax_enp_110,rev_pax_miles_140,rev_pax_miles_first,rev_ton_miles_240,rev_ton_miles_freight_247,rev_ton_miles_pax_241,avl_ton_miles_280,avl_seat_miles_320,avl_seat_miles_first,rev_acrft_miles_flown_410,rev_acrft_miles_sch_430,rev_acrft_dep_perf_510,rev_acrft_hrs_airborne_610
2019,4,12,20363,9E,Endeavor Air Inc.,11027,L,Endeavor Air Inc.,F,7772,6067140,6067140,606714,0,606714,1178684,8400400,8400400,112993,113542,144,266
2019,1,1,20452,YX,Republic Airline,11029,L,Republic Airline,F,92798,51101692,51101692,5110169,0,5110169,9102384,63548318,63548318,838332,845258,1528,2176
2019,1,2,20452,YX,Republic Airline,11029,L,Republic Airline,F,88608,48346242,48346242,4834624,0,4834624,8336702,58269518,58269518,770138,791996,1401,1989
2019,1,3,20452,YX,Republic Airline,11029,L,Republic Airline,F,98789,55304915,55304915,5530492,0,5530492,9491658,66332448,66332448,876574,881712,1563,2249
2019,2,4,20452,YX,Republic Airline,11029,L,Republic Airline,F,61379,34439533,34439533,3443953,0,3443953,6143344,42828432,42828432,563532,566259,1004,1423
2019,2,5,20452,YX,Republic Airline,11029,L,Republic Airline,F,51019,24687290,24687290,2468729,0,2468729,4386994,30590132,30590132,402732,402942,857,1049
2019,2,6,20452,YX,Republic Airline,11029,L,Republic Airline,F,59748,29794429,29794429,2979443,0,2979443,5311410,37029488,37029488,487264,483647,946,1246
2019,3,7,20452,YX,Republic Airline,11029,L,Republic Airline,F,62774,32634723,32634723,3263472,0,3263472,5555132,38727700,38727700,509575,511168,980,1287
2019,3,8,20452,YX,Republic Airline,11029,L,Republic Airline,F,68033,32417397,32417397,3241740,0,3241740,5710838,39813974,39813974,523897,524061,1100,1377
2019,3,9,20452,YX,Republic Airline,11029,L,Republic Airline,F,44167,19346243,19346243,1934624,0,1934624,3980399,27749424,27749424,365124,369438,829,969
2019,4,10,20452,YX,Republic Airline,11029,L,Republic Airline,F,55153,24513282,24513282,2451328,0,2451328,4622291,32224380,32224380,424005,425161,928,1116
2019,4,11,20452,YX,Republic Airline,11029,L,Republic Airline,F,56322,25847136,25847136,2584714,0,2584714,4750198,33116088,33116088,435738,435738,968,1162
2019,4,12,20452,YX,Republic Airline,11029,L,Republic Airline,F,63786,31215916,31215916,3121592,0,3121592,5487139,38253688,38253688,503338,504694,1028,1316
2019,1,1,20397,OH,PSA Airlines Inc.,11030,L,PSA Airlines Inc.,F,1410,911012,911012,91101,0,91101,150464,1098260,1098260,15512,15512,24,42
2019,1,2,20397,OH,PSA Airlines Inc.,11030,L,PSA Airlines Inc.,F,1036,686632,686632,68663,0,68663,113438,807424,807424,10624,11341,16,28
2019,1,3,20397,OH,PSA Airlines Inc.,11030,L,PSA Airlines Inc.,F,1364,908240,908240,90824,0,90824,140277,1009280,1009280,13280,13280,20,36
2019,2,4,20397,OH,PSA Airlines Inc.,11030,L,PSA Airlines Inc.,F,1029,678539,678539,67854,0,67854,113438,807424,807424,10624,10624,16,29
2019,2,5,20397,OH,PSA Airlines Inc.,11030,L,PSA Airlines Inc.,F,944,618780,618780,61878,0,61878,102903,743561,743561,10467,10467,16,29
2019,2,6,20397,OH,PSA Airlines Inc.,11030,L,PSA Airlines Inc.,F,1242,825218,825218,82522,0,82522,120377,878974,878974,13280,13280,20,36
2019,3,7,20397,OH,PSA Airlines Inc.,11030,L,PSA Airlines Inc.,F,957,632533,632533,63253,0,63253,93491,690560,690560,10624,10624,16,28
2019,3,8,20397,OH,PSA Airlines Inc.,11030,L,PSA Airlines Inc.,F,803,538545,538545,53855,0,53855,95357,704340,704340,10836,10836,16,28
2019,4,11,20397,OH,PSA Airlines Inc.,11030,L,PSA Airlines Inc.,F,214,153438,153438,15344,0,15344,25238,186420,186420,2868,2868,4,7
2019,4,12,20397,OH,PSA Airlines Inc.,11030,L,PSA Airlines Inc.,F,891,638847,638847,63885,0,63885,126192,932100,932100,14340,14340,20,38
2019,1,1,19393,WN,Southwest Airlines Co.,11033,L,Southwest Airlines Co.,F,379326,391944217,391944217,39219297,24875,39194422,58695519,483202624,483202624,3278240,3287287,3239,7484
2019,1,2,19393,WN,Southwest Airlines Co.,11033,L,Southwest Airlines Co.,F,330930,345406775,345406775,34563962,23284,34540678,51599322,424522296,424522296,2866664,2866912,2818,6513
2019,1,3,19393,WN,Southwest Airlines Co.,11033,L,Southwest Airlines Co.,F,448485,483533076,483533076,48374062,20754,48353308,68466192,561786653,561786653,3716179,3733385,3495,8410
2019,2,4,19393,WN,Southwest Airlines Co.,11033,L,Southwest Airlines Co.,F,378733,399061791,399061791,39928771,22592,39906179,57925807,476660627,476660627,3223293,3226287,3091,7313
2019,2,5,19393,WN,Southwest Airlines Co.,11033,L,Southwest Airlines Co.,F,394631,411232638,411232638,41161475,38211,41123264,57280845,471844280,471844280,3215976,3218258,3131,7283
2019,2,6,19393,WN,Southwest Airlines Co.,11033,L,Southwest Airlines Co.,F,408771,427168643,427168643,42750285,33421,42716864,58043653,477815759,477815759,3240641,3235600,3138,7353
2019,3,7,19393,WN,Southwest Airlines Co.,11033,L,Southwest Airlines Co.,F,412142,421928512,421928512,42236977,44126,42192851,58343349,480105297,480105297,3247039,3245114,3167,7349
2019,3,8,19393,WN,Southwest Airlines Co.,11033,L,Southwest Airlines Co.,F,296383,286562507,286562507,28693203,36952,28656251,40794169,335439450,335439450,2255558,2258788,2360,5137
2019,3,9,19393,WN,Southwest Airlines Co.,11033,L,Southwest Airlines Co.,F,203600,195828161,195828161,19623683,40867,19582816,30083364,248183115,248183115,1710821,1727199,1834,3888
2019,4,10,19393,WN,Southwest Airlines Co.,11033,L,Southwest Airlines Co.,F,255690,251493826,251493826,25200003,50620,25149383,37267814,307713803,307713803,2134533,2134490,2218,4821
2019,4,11,19393,WN,Southwest Airlines Co.,11033,L,Southwest Airlines Co.,F,355189,368616655,368616655,36912492,50826,36861666,56369247,464462630,464462630,3172218,3177837,3073,7157
2019,4,12,19393,WN,Southwest Airlines Co.,11033,L,Southwest Airlines Co.,F,398670,417894023,417894023,41879819,90416,41789402,59953924,493880960,493880960,3367072,3367779,3238,7639
2019,1,1,19690,HA,Hawaiian Airlines Inc.,15375,P,Hawaiian Airlines Inc.,F,112658,466338579,466338579,53670432,7019669,46633858,109306602,570325896,570325896,2051532,2046848,497,4136
2019,1,2,19690,HA,Hawaiian Airlines Inc.,15375,P,Hawaiian Airlines Inc.,F,97679,400177913,400177913,46559315,6511902,40017791,93276504,486297060,486297060,1749270,1720065,426,3529
2019,1,3,19690,HA,Hawaiian Airlines Inc.,15375,P,Hawaiian Airlines Inc.,F,109080,446065272,446065272,52365929,7722817,44606527,104778660,546644188,546644188,1966346,1957999,476,3947
2019,2,4,19690,HA,Hawaiian Airlines Inc.,15375,P,Hawaiian Airlines Inc.,F,100926,417138320,417138320,49677555,7862302,41713832,99744653,520463538,520463538,1872171,1884606,453,3767
2019,2,5,19690,HA,Hawaiian Airlines Inc.,15375,P,Hawaiian Airlines Inc.,F,109283,451129717,451129717,52906296,7615089,45112972,101517186,529511604,529511604,1904718,1909184,461,3778
2019,2,6,19690,HA,Hawaiian Airlines Inc.,15375,P,Hawaiian Airlines Inc.,F,112533,458039707,458039707,53206148,7205747,45803971,100653783,525118648,525118648,1888916,1888916,460,3721
2019,3,7,19690,HA,Hawaiian Airlines Inc.,15375,P,Hawaiian Airlines Inc.,F,118622,483863687,483863687,56300914,7682518,48386369,107295813,559680164,559680164,2013238,2013050,492,3975
2019,3,8,19690,HA,Hawaiian Airlines Inc.,15375,P,Hawaiian Airlines Inc.,F,128192,517582561,517582561,59516830,7519328,51758256,114849045,599077212,599077212,2154954,2111456,531,4254
2019,3,9,19690,HA,Hawaiian Airlines Inc.,15375,P,Hawaiian Airlines Inc.,F,127099,519418480,519418480,60357095,8071560,51941848,114193222,595504356,595504356,2142102,2129988,522,4212
2019,4,10,19690,HA,Hawaiian Airlines Inc.,15375,P,Hawaiian Airlines Inc.,F,117363,483640853,483640853,56677685,7915327,48364085,103893923,541947656,541947656,1949452,1966057,474,3849
2019,4,11,19690,HA,Hawaiian Airlines Inc.,15375,P,Hawaiian Airlines Inc.,F,109947,449298550,449298550,53456700,8164983,44929855,97474633,508450046,508450046,1828957,1812317,447,3618
2019,4,12,19690,HA,Hawaiian Airlines Inc.,15375,P,Hawaiian Airlines Inc.,F,120236,497173727,497173727,57619107,7504479,49717373,111542313,581886526,581886526,2093117,2098315,507,4191
2019,1,1,19930,AS,Alaska Airlines Inc.,16031,L,Alaska Airlines Inc.,F,166299,254683301,254683301,25489137,20807,25468330,38764638,303181411,303181411,1838492,1831275,1245,3963
2019,1,2,19930,AS,Alaska Airlines Inc.,16031,L,Alaska Airlines Inc.,F,150830,231410724,231410724,23158459,17387,23141072,35647917,279082751,279082751,1702653,1726758,1153,3688
2019,1,3,19930,AS,Alaska Airlines Inc.,16031,L,Alaska Airlines Inc.,F,180021,270674216,270674216,27091200,22697,27067422,39521261,311292030,311292030,1933222,1942167,1312,4164
2019,2,4,19930,AS,Alaska Airlines Inc.,16031,L,Alaska Airlines Inc.,F,169286,253248849,253248849,25345635,19356,25324885,36818200,290618815,290618815,1818524,1821139,1234,3898
2019,2,5,19930,AS,Alaska Airlines Inc.,16031,L,Alaska Airlines Inc.,F,124426,165714972,165714972,16609292,36462,16571497,23721964,188705341,188705341,1192333,1190781,903,2555
2019,2,6,19930,AS,Alaska Airlines Inc.,16031,L,Alaska Airlines Inc.,F,139142,181347739,181347739,18165268,28633,18134774,25002165,198396189,198396189,1231076,1240971,950,2617
2019,3,7,19930,AS,Alaska Airlines Inc.,16031,L,Alaska Airlines Inc.,F,145029,189743324,189743324,19008776,31990,18974332,25679028,203440525,203440525,1254185,1268187,968,2662
2019,3,8,19930,AS,Alaska Airlines Inc.,16031,L,Alaska Airlines Inc.,F,122227,162623797,162623797,16292817,28005,16262380,23354205,183969941,183969941,1129680,1142584,851,2389
2019,3,9,19930,AS,Alaska Airlines Inc.,16031,L,Alaska Airlines Inc.,F,88242,114513918,114513918,11502776,48674,11451392,17867527,141084568,141084568,864085,881475,660,1846
2019,4,10,19930,AS,Alaska Airlines Inc.,16031,L,Alaska Airlines Inc.,F,116751,155524122,155524122,15590732,37552,15552412,22950790,181156897,181156897,1093133,1113302,817,2327
2019,4,11,19930,AS,Alaska Airlines Inc.,16031,L,Alaska Airlines Inc.,F,167871,250526626,250526626,25078065,24575,25052663,37048728,292434480,292434480,1732896,1683466,1174,3720
2019,4,12,19930,AS,Alaska Airlines Inc.,16031,L,Alaska Airlines Inc.,F,185260,282730047,282730047,28312821,39084,28273005,41279170,325494140,325494140,1926199,1970977,1289,4147
2019,1,1,20436,F9,Frontier Airlines Inc.,16461,L,Frontier Airlines Inc.,F,77801,177825601,177825601,17782560,0,17782560,23436197,234361974,234361974,1144588,1144588,778,2546
2019,1,2,20436,F9,Frontier Airlines Inc.,16461,L,Frontier Airlines Inc.,F,77004,169633890,169633890,16963389,0,16963389,21734503,217345032,217345032,1063494,1063494,719,2358
2019,1,3,20436,F9,Frontier Airlines Inc.,16461,L,Frontier Airlines Inc.,F,94743,206995121,206995121,20699512,0,20699512,24357126,243571258,243571258,1187733,1187733,800,2641
2019,2,4,20436,F9,Frontier Airlines Inc.,16461,L,Frontier Airlines Inc.,F,82622,187731548,187731548,18773155,0,18773155,23568879,235688792,235688792,1149551,1149551,768,2563
2019,2,5,20436,F9,Frontier Airlines Inc.,16461,L,Frontier Airlines Inc.,F,115038,169509649,169509649,16950965,0,16950965,20970520,209705200,209705200,987203,987203,668,2184
2019,2,6,20436,F9,Frontier Airlines Inc.,16461,L,Frontier Airlines Inc.,F,123552,181847605,181847605,18184761,0,18184761,20598248,205982476,205982476,968480,968480,655,2146
2019,3,7,20436,F9,Frontier Airlines Inc.,16461,L,Frontier Airlines Inc.,F,123781,179700633,179700633,17970063,0,17970063,21330346,213303456,213303456,1007498,1007498,684,2218
2019,3,8,20436,F9,Frontier Airlines Inc.,16461,L,Frontier Airlines Inc.,F,46917,135883997,135883997,13588400,0,13588400,16895741,168957410,168957410,780927,780927,545,1736
2019,3,9,20436,F9,Frontier Airlines Inc.,16461,L,Frontier Airlines Inc.,F,24827,35901117,35901117,3590112,0,3590112,5759439,57594394,57594394,255055,255055,177,565
2019,4,10,20436,F9,Frontier Airlines Inc.,16461,L,Frontier Airlines Inc.,F,29031,112017651,112017651,11201765,0,11201765,14486426,144864260,144864260,658314,658314,464,1468
2019,4,11,20436,F9,Frontier Airlines Inc.,16461,L,Frontier Airlines Inc.,F,42353,160019033,160019033,16001903,0,16001903,20154192,201541924,201541924,956380,956380,649,2137
2019,4,12,20436,F9,Frontier Airlines Inc.,16461,L,Frontier Airlines Inc.,F,146054,212748974,212748974,21274897,0,21274897,25397125,253971246,253971246,1225471,1225471,832,2756
2019,1,1,20409,B6,JetBlue Airways,16673,L,JetBlue Airways,F,719805,1002746665,1002746665,100274667,0,100274667,151252160,1264362240,1264362240,7826825,8065653,6354,17345
2019,1,2,20409,B6,JetBlue Airways,16673,L,JetBlue Airways,F,633107,841421413,841421413,84142141,0,84142141,131680461,1103249975,1103249975,6838855,6838855,5572,15101
2019,1,3,20409,B6,JetBlue Airways,16673,L,JetBlue Airways,F,804137,1062813436,1062813436,106281344,0,106281344,156816486,1305233507,1305233507,8210856,8291577,6679,18210
2019,2,4,20409,B6,JetBlue Airways,16673,L,JetBlue Airways,F,764255,1034805124,1034805124,103480512,0,103480512,149002807,1245170839,1245170839,7782743,7812528,6396,17296
2019,2,5,20409,B6,JetBlue Airways,16673,L,JetBlue Airways,F,764127,990750615,990750615,99075062,0,99075062,144548152,1215650664,1215650664,7467443,7479243,6185,16410
2019,2,6,20409,B6,JetBlue Airways,16673,L,JetBlue Airways,F,815622,1056640930,1056640930,105664093,0,105664093,155247171,1304949686,1304949686,8044189,8080583,6604,17775
2019,3,7,20409,B6,JetBlue Airways,16673,L,JetBlue Airways,F,1081345,1425618459,1425618459,142561846,0,142561846,196060295,1649383125,1649383125,10114401,10147977,8175,22252
2019,3,8,20409,B6,JetBlue Airways,16673,L,JetBlue Airways,F,967318,1279894432,1279894432,127989443,0,127989443,153922832,1478795664,1478795664,9038000,9085377,7367,20105
2019,3,9,20409,B6,JetBlue Airways,16673,L,JetBlue Airways,F,633446,839869492,839869492,83986949,0,83986949,129855432,1111115108,1111115108,6663981,6830143,5481,14657
2019,4,10,20409,B6,JetBlue Airways,16673,L,JetBlue Airways,F,626150,828712508,828712508,82871251,0,82871251,127178301,1085759129,1085759129,6549678,6566406,5458,14309
2019,4,11,20409,B6,JetBlue Airways,16673,L,JetBlue Airways,F,650348,860645914,860645914,86064591,0,86064591,129583934,1095166894,1095166894,6713419,6720639,5586,14811
2019,4,12,20409,B6,JetBlue Airways,16673,L,JetBlue Airways,F,760218,1032967499,1032967499,103296750,0,103296750,154020638,1298199402,1298199402,7977291,8954283,6324,17612
2019,1,1,20422,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,Sun Country Airlines d/b/a MN Airlines,F,41351,82810056,82810056,8284592,0,8281006,14909003,124320609,124320609,671460,671460,335,1427
2019,1,2,20422,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,Sun Country Airlines d/b/a MN Airlines,F,62797,124285729,124285729,12439798,0,12428573,19991970,162075638,162075638,900806,900806,452,1923
2019,1,3,20422,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,Sun Country Airlines d/b/a MN Airlines,F,94223,185692433,185692433,18576714,0,18569243,27380196,221116836,221116836,1246240,1246240,631,2649
2019,2,4,20422,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,Sun Country Airlines d/b/a MN Airlines,F,32144,62871535,62871535,6292445,0,6287154,11542953,93391806,93391806,525534,525534,268,1128
2019,2,5,20422,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,Sun Country Airlines d/b/a MN Airlines,F,13644,20170139,20170139,2021342,0,2017014,3508230,27905940,27905940,153664,153664,102,338
2019,2,6,20422,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,Sun Country Airlines d/b/a MN Airlines,F,45915,61625279,61625279,6165946,0,6162528,10054028,81149721,81149721,447575,447575,330,986
2019,3,7,20422,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,Sun Country Airlines d/b/a MN Airlines,F,48736,61625676,61625676,6167608,0,6162568,9629109,77573460,77573460,435412,435412,333,955
2019,3,8,20422,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,Sun Country Airlines d/b/a MN Airlines,F,25750,31064589,31064589,3107727,0,3106459,5046610,41266839,41266839,230473,230473,185,506
2019,3,9,20422,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,Sun Country Airlines d/b/a MN Airlines,F,1322,1870444,1870444,187044,0,187044,395154,3214944,3214944,17568,17568,12,39
2019,4,10,20422,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,Sun Country Airlines d/b/a MN Airlines,F,4384,7373888,7373888,737389,0,737389,2509880,11081016,11081016,60552,60552,36,129
2019,4,11,20422,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,Sun Country Airlines d/b/a MN Airlines,F,5903,10361254,10361254,1036125,0,1036125,3328932,14697096,14697096,80312,80312,45,172
2019,4,12,20422,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,Sun Country Airlines d/b/a MN Airlines,F,31664,59347864,59347864,5938067,0,5934786,19427739,85772649,85772649,468703,468703,248,996
2019,1,1,20398,MQ,Envoy Air,16820,L,Envoy Air,F,48490,33280721,33280721,3328271,199,3328072,6087229,48090812,48090812,747599,747599,1113,1819
2019,1,2,20398,MQ,Envoy Air,16820,L,Envoy Air,F,39157,26432863,26432863,2643306,19,2643286,5423831,42909756,42909756,665078,665914,999,1626
2019,1,3,20398,MQ,Envoy Air,16820,L,Envoy Air,F,45886,30533889,30533889,3053392,3,3053389,6052015,47936480,47936480,743328,747146,1134,1818
2019,2,4,20398,MQ,Envoy Air,16820,L,Envoy Air,F,49950,31022587,31022587,3102276,17,3102259,5768365,45531286,45531286,699523,714005,1134,1723
2019,2,5,20398,MQ,Envoy Air,16820,L,Envoy Air,F,53840,34160195,34160195,3416324,304,3416020,6450302,50867020,50867020,757935,770817,1223,1870
2019,2,6,20398,MQ,Envoy Air,16820,L,Envoy Air,F,61498,40093522,40093522,4009704,352,4009352,7360338,58199444,58199444,881375,892881,1367,2142
2019,3,7,20398,MQ,Envoy Air,16820,L,Envoy Air,F,73063,49170961,49170961,4917130,34,4917096,7825385,61763308,61763308,931589,934509,1438,2210
2019,3,8,20398,MQ,Envoy Air,16820,L,Envoy Air,F,65327,43836188,43836188,4383673,54,4383619,7863717,61936718,61936718,928063,937237,1417,2213
2019,3,9,20398,MQ,Envoy Air,16820,L,Envoy Air,F,49060,35430365,35430365,3543085,48,3543037,6966060,54895008,54895008,818524,818524,1146,1906
2019,4,10,20398,MQ,Envoy Air,16820,L,Envoy Air,F,52726,38357067,38357067,3835776,69,3835707,7136285,56356112,56356112,842462,844900,1181,1985
2019,4,11,20398,MQ,Envoy Air,16820,L,Envoy Air,F,56239,40310896,40310896,4031095,5,4031090,6820751,53844028,53844028,809666,811258,1174,1928
2019,4,12,20398,MQ,Envoy Air,16820,L,Envoy Air,F,63183,44803459,44803459,4480740,394,4480346,7499785,59242052,59242052,890456,893354,1303,2134
2019,1,1,20416,NK,Spirit Air Lines,16831,L,Spirit Air Lines,F,263940,313640937,313640937,31364094,0,31364094,39400621,394006208,394006208,2257569,2257569,1871,4949
2019,1,2,20416,NK,Spirit Air Lines,16831,L,Spirit Air Lines,F,200372,244450100,244450100,24445010,0,24445010,36461076,364610759,364610759,2077828,2077828,1710,4537
2019,1,3,20416,NK,Spirit Air Lines,16831,L,Spirit Air Lines,F,285558,322139744,322139744,32213974,0,32213974,43543831,435438312,435438312,2433832,2433832,2013,5333
2019,2,4,20416,NK,Spirit Air Lines,16831,L,Spirit Air Lines,F,260833,308810820,308810820,30881082,0,30881082,41584352,415843517,415843517,2335603,2335603,1931,5105
2019,2,5,20416,NK,Spirit Air Lines,16831,L,Spirit Air Lines,F,270987,310605259,310605259,31060526,0,31060526,41952373,419523732,419523732,2459859,2459859,2110,5397
2019,2,6,20416,NK,Spirit Air Lines,16831,L,Spirit Air Lines,F,295381,337855338,337855338,33785534,0,33785534,41424918,414249180,414249180,2415148,2415148,2070,5294
2019,3,7,20416,NK,Spirit Air Lines,16831,L,Spirit Air Lines,F,306418,369922461,369922461,36992246,0,36992246,42664417,426644168,426644168,2480387,2480387,2118,5420
2019,3,8,20416,NK,Spirit Air Lines,16831,L,Spirit Air Lines,F,302017,348222375,348222375,34822238,0,34822238,72916166,425090505,425090505,2457353,2457353,2102,5375
2019,3,9,20416,NK,Spirit Air Lines,16831,L,Spirit Air Lines,F,200147,229714969,229714969,22971497,0,22971497,30810611,308106107,308106107,1803766,1803766,1565,3944
2019,4,10,20416,NK,Spirit Air Lines,16831,L,Spirit Air Lines,F,190763,232512055,232512055,23251206,0,23251206,32882459,328824590,328824590,1917974,1917974,1653,4198
2019,4,11,20416,NK,Spirit Air Lines,16831,L,Spirit Air Lines,F,246787,292996825,292996825,29299683,0,29299683,37235271,372352712,372352712,2106609,2106609,1779,4591
2019,4,12,20416,NK,Spirit Air Lines,16831,L,Spirit Air Lines,F,289656,344104724,344104724,34410472,0,34410472,40521403,405214025,405214025,2208705,2208705,1845,4811
2019,1,1,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,G,0,0,0,2060084,1540313,0,6034398,0,0,302511,0,521,709
2019,1,2,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,G,0,0,0,1749573,1344368,0,5456045,0,0,274131,0,483,641
2019,1,3,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,G,0,0,0,2338326,1800965,0,6445135,0,0,325074,0,566,757
2019,2,4,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,G,0,0,0,2043139,1551213,0,5852974,0,0,293599,53716,515,677
2019,2,5,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,G,0,0,0,2460163,1883551,0,6502951,0,0,326439,82034,582,756
2019,2,6,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,G,0,0,0,2744979,2134333,0,6489094,0,0,325492,0,593,749
2019,3,7,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,G,0,0,0,2679960,2076531,0,6774952,0,0,339851,0,621,787
2019,3,8,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,G,0,0,0,2726982,2104123,0,6686349,0,0,335557,0,610,782
2019,3,9,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,G,0,0,0,2215618,1748774,0,5923441,0,0,296988,31850,541,690
2019,4,10,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,G,0,0,0,1914260,1373239,0,6207499,0,0,311262,83110,546,731
2019,4,11,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,G,0,0,0,1518734,1034257,0,5644978,0,0,281695,80936,479,660
2019,4,12,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,G,0,0,0,1011747,568356,0,6334522,0,0,319417,10499,514,740
2019,1,1,19790,DL,Delta Air Lines Inc.,01260,D,Delta Air Lines Inc.,L,19767,16862832,16862832,1686283,0,1686283,9952716,33076544,33076544,387547,0,557,903
2019,1,2,19790,DL,Delta Air Lines Inc.,01260,D,Delta Air Lines Inc.,L,14768,11086457,11086457,1108646,0,1108646,7388578,23463650,23463650,290716,0,444,692
2019,1,3,19790,DL,Delta Air Lines Inc.,01260,D,Delta Air Lines Inc.,L,20111,15206761,15206761,1520676,0,1520676,10793206,35146666,35146666,430625,0,653,1007
2019,2,4,19790,DL,Delta Air Lines Inc.,01260,D,Delta Air Lines Inc.,L,13688,11052612,11052612,1105261,0,1105261,7617785,29276185,29276185,305707,0,439,714
2019,2,5,19790,DL,Delta Air Lines Inc.,01260,D,Delta Air Lines Inc.,L,7807,7939605,7939605,793961,0,793961,4266351,14730419,14730419,172297,0,220,395
2019,2,6,19790,DL,Delta Air Lines Inc.,01260,D,Delta Air Lines Inc.,L,8333,10582626,10582626,1058263,0,1058263,5493317,21203898,21203898,221301,0,219,489
2019,3,7,19790,DL,Delta Air Lines Inc.,01260,D,Delta Air Lines Inc.,L,5972,5890158,5890158,589016,0,589016,3495251,11398309,11398309,140688,0,173,310
2019,3,8,19790,DL,Delta Air Lines Inc.,01260,D,Delta Air Lines Inc.,L,12213,9380076,9380076,938008,0,938008,4525310,20486895,20486895,183438,0,249,415
2019,3,9,19790,DL,Delta Air Lines Inc.,01260,D,Delta Air Lines Inc.,L,17010,12754351,12754351,1275435,0,1275435,6188190,36162787,36162787,250583,0,362,571
2019,4,10,19790,DL,Delta Air Lines Inc.,01260,D,Delta Air Lines Inc.,L,29749,20612935,20612935,2061294,0,2061294,11128752,53382972,53382972,463146,0,742,1082
2019,4,11,19790,DL,Delta Air Lines Inc.,01260,D,Delta Air Lines Inc.,L,31965,24507916,24507916,2450792,0,2450792,12878311,50961889,50961889,493384,0,787,1158
2019,4,12,19790,DL,Delta Air Lines Inc.,01260,D,Delta Air Lines Inc.,L,30338,25294221,25294221,2529422,0,2529422,13847571,58540184,58540184,526161,0,807,1233
2019,1,1,19690,HA,Hawaiian Airlines Inc.,05375,D,Hawaiian Airlines Inc.,L,541,656104,656104,94768,29158,65610,205029,1080712,1080712,3946,0,3,8
2019,3,8,19690,HA,Hawaiian Airlines Inc.,05375,D,Hawaiian Airlines Inc.,L,2626,2308533,2308533,303858,73004,230853,721922,3782484,3782484,13878,0,17,30
2019,3,9,19690,HA,Hawaiian Airlines Inc.,05375,D,Hawaiian Airlines Inc.,L,1762,2987490,2987490,427295,128546,298749,1034463,5392922,5392922,19399,0,11,39
2019,4,10,19690,HA,Hawaiian Airlines Inc.,05375,D,Hawaiian Airlines Inc.,L,1702,2884506,2884506,378018,89567,288451,956518,5008392,5008392,18189,0,12,38
2019,4,11,19690,HA,Hawaiian Airlines Inc.,05375,D,Hawaiian Airlines Inc.,L,1065,1935680,1935680,319287,125719,193568,677910,3543666,3543666,12747,0,7,26
2019,4,12,19690,HA,Hawaiian Airlines Inc.,05375,D,Hawaiian Airlines Inc.,L,1379,1643982,1643982,265634,101236,164398,561820,2930954,2930954,10543,0,9,24
2019,1,1,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,L,1934,1235191,1235191,127281,3762,123519,329883,2490810,2490810,18789,0,35,44
2019,1,2,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,L,1558,947264,947264,94726,0,94726,216268,1642248,1642248,12676,0,26,30
2019,1,3,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,L,1992,1822376,1822376,182238,0,182238,350538,2706116,2706116,19964,0,28,46
2019,2,4,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,L,2712,3526128,3526128,352613,0,352613,583199,4565196,4565196,31924,0,38,70
2019,2,5,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,L,2291,1387712,1387712,138771,0,138771,319000,2424256,2424256,18176,0,30,41
2019,2,6,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,L,3258,2793364,2793364,287388,8051,279336,787959,6116970,6116970,40350,0,44,87
2019,3,7,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,L,2664,2114644,2114644,211464,0,211464,549656,4208712,4208712,30231,0,36,67
