year,quarter,month,airline_id,unique_carrier,unique_carrier_name,unique_carrier_entity,region,carrier_name,service_class,rev_pax_enp_110,rev_pax_miles_140,rev_pax_miles_first,rev_ton_miles_240,rev_ton_miles_freight_247,rev_ton_miles_pax_241,avl_ton_miles_280,avl_seat_miles_320,avl_seat_miles_first,rev_acrft_miles_flown_410,rev_acrft_miles_sch_430,rev_acrft_dep_perf_510,rev_acrft_hrs_airborne_610
2020,2,5,20409,B6,JetBlue Airways,16673,L,JetBlue Airways,V,335,518915,518915,51892,0,51892,100840,929400,929400,4647,0,3,10
2020,2,5,20422,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,Sun Country Airlines d/b/a MN Airlines,V,492,883386,883386,128719,40381,88339,1105098,4958946,4958946,26661,0,17,57
2020,2,5,19393,WN,Southwest Airlines Co.,11033,L,Southwest Airlines Co.,V,85,174250,174250,17425,0,17425,35465,293150,293150,2050,0,1,5
2020,2,6,19790,DL,Delta Air Lines Inc.,01260,D,Delta Air Lines Inc.,V,5783,9083518,9083518,975264,61591,908352,5237578,30515253,30515253,148322,0,145,319
2020,2,6,19690,HA,Hawaiian Airlines Inc.,05375,D,Hawaiian Airlines Inc.,V,0,0,0,76795,76795,0,273492,0,0,5112,0,2,10
2020,2,6,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,V,9337,7260501,7260501,727559,1509,726050,2369810,18317434,18317434,117980,0,166,262
2020,2,6,20368,G4,Allegiant Air,06035,D,Allegiant Air,V,1720,1574155,1574155,157416,0,157416,380425,3804246,3804246,21686,0,26,53
2020,2,6,20207,XP,TEM Enterprises dba  Avelo Airlines,06144,D,XTRA Airways,V,0,0,0,0,0,0,0,0,0,0,0,1,1
2020,2,6,20409,B6,JetBlue Airways,06673,D,JetBlue Airways,V,610,1461004,1461004,146100,0,146100,300000,2792140,2792140,14100,0,6,32
2020,2,6,19393,WN,Southwest Airlines Co.,06725,D,Southwest Airlines Co.,V,2602,2711748,2711748,271175,0,271175,763971,6298597,6298597,43211,0,47,94
2020,2,6,19805,AA,American Airlines Inc.,0A050,D,American Airlines Inc.,V,34,24140,24140,2414,0,2414,12638,90880,90880,710,0,1,2
2020,2,6,19977,UA,United Air Lines Inc.,0A875,D,United Air Lines Inc.,V,3756,4081370,4081370,12778488,11210587,408137,43653842,8004462,8004462,659179,0,196,1236
2020,2,6,19790,DL,Delta Air Lines Inc.,10260,L,Delta Air Lines Inc.,V,2849,7723592,7723592,772359,0,772359,1471119,9433510,9433510,31832,0,14,63
2020,2,6,19790,DL,Delta Air Lines Inc.,10261,A,Delta Air Lines Inc.,V,8017,28374443,28374443,14531626,8314982,2837444,46450473,53834724,53834724,930110,0,206,1792
2020,2,6,19790,DL,Delta Air Lines Inc.,10262,P,Delta Air Lines Inc.,V,1102,3545085,3545085,4721136,3710315,354509,19430462,13146497,13146497,398553,0,112,803
2020,2,6,19977,UA,United Air Lines Inc.,10874,A,United Air Lines Inc.,V,2222,7273207,7273207,43084173,41229594,727321,142002174,11581150,11581150,2314680,0,474,4283
2020,2,6,19977,UA,United Air Lines Inc.,10876,L,United Air Lines Inc.,V,0,0,0,4488494,4195004,0,13683299,0,0,245935,0,56,469
2020,2,6,19977,UA,United Air Lines Inc.,10877,P,United Air Lines Inc.,V,1020,5421248,5421248,69878908,66155773,542125,217004247,9471168,9471168,3831290,0,845,7217
2020,2,6,19690,HA,Hawaiian Airlines Inc.,15375,P,Hawaiian Airlines Inc.,V,0,0,0,281293,281293,0,1741322,0,0,32706,0,6,58
2020,2,6,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",16076,I,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",V,507,642950,642950,64295,0,64295,509810,4515460,4515460,29132,0,24,64
2020,2,6,20409,B6,JetBlue Airways,16673,L,JetBlue Airways,V,1148,2451475,2451475,245148,0,245148,459759,4238400,4238400,21270,0,15,44
2020,2,6,19393,WN,Southwest Airlines Co.,11033,L,Southwest Airlines Co.,V,319,538002,538002,53800,0,53800,117398,970398,970398,6786,0,4,17
2020,3,7,19790,DL,Delta Air Lines Inc.,01260,D,Delta Air Lines Inc.,V,5535,8187238,8187238,818724,0,818724,6878251,42047793,42047793,243982,0,250,532
2020,3,7,19690,HA,Hawaiian Airlines Inc.,05375,D,Hawaiian Airlines Inc.,V,0,0,0,1143398,1143398,0,3001383,0,0,56232,0,22,117
2020,3,7,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,V,8243,5527857,5527857,552830,44,552786,1516202,11696254,11696254,83106,0,135,187
2020,3,7,20368,G4,Allegiant Air,06035,D,Allegiant Air,V,1799,1801756,1801756,180176,0,180176,398711,3987108,3987108,25173,0,26,57
2020,3,7,20207,XP,TEM Enterprises dba  Avelo Airlines,06144,D,XTRA Airways,V,0,0,0,0,0,0,1890,15876,15876,84,0,2,1
2020,3,7,20409,B6,JetBlue Airways,06673,D,JetBlue Airways,V,128,203063,203063,20306,0,20306,117268,940650,940650,6271,0,4,13
2020,3,7,19393,WN,Southwest Airlines Co.,06725,D,Southwest Airlines Co.,V,2581,2803630,2803630,280363,0,280363,809484,6691113,6691113,46791,0,48,103
2020,3,7,20422,SY,Sun Country Airlines d/b/a MN Airlines,06795,D,Sun Country Airlines d/b/a MN Airlines,V,13165,16752953,16752953,5095487,3420192,1675295,30515614,136933758,136933758,736203,0,686,1612
2020,3,7,19977,UA,United Air Lines Inc.,0A875,D,United Air Lines Inc.,V,5978,7427651,7427651,21689679,19035124,742765,65148494,15216388,15216388,1001485,0,277,1865
2020,3,7,19790,DL,Delta Air Lines Inc.,10260,L,Delta Air Lines Inc.,V,2093,5667867,5667867,722904,156117,566787,1286329,8177432,8177432,27273,0,10,54
2020,3,7,19790,DL,Delta Air Lines Inc.,10261,A,Delta Air Lines Inc.,V,6485,24190377,24190377,12882850,7922448,2419038,42056382,49120896,49120896,836937,0,173,1592
2020,3,7,19790,DL,Delta Air Lines Inc.,10262,P,Delta Air Lines Inc.,V,372,1253316,1253316,125332,0,125332,515601,2447002,2447002,10620,0,6,23
2020,3,7,19977,UA,United Air Lines Inc.,10874,A,United Air Lines Inc.,V,4488,17677170,17677170,39280315,36790720,1767717,148952654,29235360,29235360,2386725,0,498,4435
2020,3,7,19977,UA,United Air Lines Inc.,10876,L,United Air Lines Inc.,V,45,130545,130545,6152704,6095861,13055,16567245,1409886,1409886,318761,0,85,611
2020,3,7,19977,UA,United Air Lines Inc.,10877,P,United Air Lines Inc.,V,669,3702274,3702274,51105190,49523668,370227,154677973,7256294,7256294,2631626,0,668,5002
2020,3,7,19690,HA,Hawaiian Airlines Inc.,15375,P,Hawaiian Airlines Inc.,V,272,706928,706928,70767,74,70693,276794,1445044,1445044,5198,0,2,10
2020,3,7,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",16076,I,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",V,1029,1161374,1161374,116137,0,116137,384003,3401165,3401165,21943,0,18,49
2020,3,7,20409,B6,JetBlue Airways,16673,L,JetBlue Airways,V,110,93280,93280,9328,0,9328,31715,254400,254400,1696,0,2,4
2020,3,7,20422,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,Sun Country Airlines d/b/a MN Airlines,V,656,882976,882976,675761,587463,88298,3366901,15108408,15108408,81228,0,64,173
2020,3,7,19393,WN,Southwest Airlines Co.,11033,L,Southwest Airlines Co.,V,415,579907,579907,57991,0,57991,140320,1159873,1159873,8111,0,6,20
2020,3,8,19790,DL,Delta Air Lines Inc.,01260,D,Delta Air Lines Inc.,V,7919,7255916,7255916,731373,5782,725592,5925780,37139162,37139162,223027,0,312,509
2020,3,8,19690,HA,Hawaiian Airlines Inc.,05375,D,Hawaiian Airlines Inc.,V,0,0,0,68239,68239,0,136363,0,0,2556,0,1,5
2020,3,8,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,V,7238,4831249,4831249,483125,0,483125,1295857,10011476,10011476,70296,0,113,158
2020,3,8,20368,G4,Allegiant Air,06035,D,Allegiant Air,V,3330,3641814,3641814,364181,0,364181,881754,8817543,8817543,52158,0,50,116
2020,3,8,20207,XP,TEM Enterprises dba  Avelo Airlines,06144,D,XTRA Airways,V,0,0,0,0,0,0,0,0,0,0,0,1,1
2020,3,8,19393,WN,Southwest Airlines Co.,06725,D,Southwest Airlines Co.,V,3285,3771568,3771568,377157,0,377157,1059190,8734868,8734868,60044,0,57,129
2020,3,8,20422,SY,Sun Country Airlines d/b/a MN Airlines,06795,D,Sun Country Airlines d/b/a MN Airlines,V,18381,16475646,16475646,8427326,6779761,1647565,43887467,196937730,196937730,1058805,0,1039,2337
2020,3,8,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",06076,D,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",V,0,0,0,0,0,0,33880,300080,300080,1936,0,3,5
2020,3,8,19977,UA,United Air Lines Inc.,0A875,D,United Air Lines Inc.,V,10604,14170961,14170961,32593269,28801989,1417096,84857367,33095442,33095442,1341702,0,385,2501
2020,3,8,19790,DL,Delta Air Lines Inc.,10260,L,Delta Air Lines Inc.,V,1000,2239032,2239032,281878,57975,223903,528754,3277768,3277768,11000,0,4,21
2020,3,8,19790,DL,Delta Air Lines Inc.,10261,A,Delta Air Lines Inc.,V,4148,15569459,15569459,10884699,7900927,1556946,33530116,26911594,26911594,660998,0,126,1251
2020,3,8,19790,DL,Delta Air Lines Inc.,10262,P,Delta Air Lines Inc.,V,115,435965,435965,318755,191244,43597,1062425,1675622,1675622,22556,0,4,43
2020,3,8,19977,UA,United Air Lines Inc.,10874,A,United Air Lines Inc.,V,3072,10827145,10827145,21199371,19683414,1082715,87996529,21715004,21715004,1390143,0,305,2583
2020,3,8,19977,UA,United Air Lines Inc.,10876,L,United Air Lines Inc.,V,64,185664,185664,5236415,5123277,18566,15201263,1270638,1270638,268623,0,73,513
2020,3,8,19977,UA,United Air Lines Inc.,10877,P,United Air Lines Inc.,V,368,1966327,1966327,60270691,58981634,196633,172147145,3233724,3233724,2855701,0,769,5439
2020,3,8,19690,HA,Hawaiian Airlines Inc.,15375,P,Hawaiian Airlines Inc.,V,154,1273888,1273888,127389,0,127389,438416,2299616,2299616,8272,0,2,18
2020,3,8,19930,AS,Alaska Airlines Inc.,16031,L,Alaska Airlines Inc.,V,102,133314,133314,13331,0,13331,61037,465292,465292,2614,0,2,6
2020,3,8,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",16076,I,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",V,93,232449,232449,23245,0,23245,111475,987350,987350,6370,0,5,13
2020,3,8,20409,B6,JetBlue Airways,16673,L,JetBlue Airways,V,36754,457814,457814,45781,0,45781,126917,1055070,1055070,6787,0,11,17
2020,3,8,20422,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,Sun Country Airlines d/b/a MN Airlines,V,1118,1615282,1615282,560666,399137,161528,2920691,13106118,13106118,70463,0,53,153
2020,3,8,19393,WN,Southwest Airlines Co.,11033,L,Southwest Airlines Co.,V,676,1307602,1307602,130760,0,130760,284743,2336870,2336870,15482,0,8,37
2020,3,9,19790,DL,Delta Air Lines Inc.,01260,D,Delta Air Lines Inc.,V,17882,19157020,19157020,2049207,133505,1915702,11432812,68118021,68118021,335556,0,442,753
2020,3,9,19690,HA,Hawaiian Airlines Inc.,05375,D,Hawaiian Airlines Inc.,V,545,1169770,1169770,177790,60813,116977,459779,2389132,2389132,8594,0,4,18
2020,3,9,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,V,6776,4219780,4219780,422053,75,421978,1061387,8162048,8162048,58412,0,94,132
2020,3,9,20368,G4,Allegiant Air,06035,D,Allegiant Air,V,7464,5491450,5491450,549145,0,549145,1086861,10868610,10868610,61938,0,84,140
2020,3,9,20207,XP,TEM Enterprises dba  Avelo Airlines,06144,D,XTRA Airways,V,0,0,0,0,0,0,0,0,0,0,0,1,1
2020,3,9,20409,B6,JetBlue Airways,06673,D,JetBlue Airways,V,808,469037,469037,46904,0,46904,103813,900350,900350,5361,0,11,14
2020,3,9,19393,WN,Southwest Airlines Co.,06725,D,Southwest Airlines Co.,V,4587,5255053,5255053,525505,0,525505,1351290,11134843,11134843,76085,0,69,165
2020,3,9,20422,SY,Sun Country Airlines d/b/a MN Airlines,06795,D,Sun Country Airlines d/b/a MN Airlines,V,21240,19334480,19334480,11782082,9848634,1933448,53001618,237835968,237835968,1278688,0,1248,2816
2020,3,9,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",06076,D,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",V,0,0,0,0,0,0,150133,1329745,1329745,8579,0,7,19
2020,3,9,19805,AA,American Airlines Inc.,0A050,D,American Airlines Inc.,V,1097,2061937,2061937,206194,0,206194,803497,4214070,4214070,15030,0,8,30
2020,3,9,19977,UA,United Air Lines Inc.,0A875,D,United Air Lines Inc.,V,12715,14195514,14195514,32629311,28605789,1419551,91056992,32906235,32906235,1543227,0,427,2874
2020,3,9,19790,DL,Delta Air Lines Inc.,10260,L,Delta Air Lines Inc.,V,1953,5106063,5106063,2098574,1551704,510606,6433082,7113544,7113544,152574,0,56,304
2020,3,9,19790,DL,Delta Air Lines Inc.,10261,A,Delta Air Lines Inc.,V,1706,6830833,6830833,7310819,6327229,683083,23836834,17431335,17431335,471769,0,77,900
2020,3,9,19790,DL,Delta Air Lines Inc.,10262,P,Delta Air Lines Inc.,V,238,1090754,1090754,109075,0,109075,692970,3978560,3978560,13735,0,3,27
2020,3,9,19977,UA,United Air Lines Inc.,10874,A,United Air Lines Inc.,V,1736,7631848,7631848,17249834,16032101,763185,64636225,15329680,15329680,1076723,0,235,2026
2020,3,9,19977,UA,United Air Lines Inc.,10876,L,United Air Lines Inc.,V,327,602902,602902,5594218,5419438,60290,14772766,2096777,2096777,251394,0,64,480
2020,3,9,19977,UA,United Air Lines Inc.,10877,P,United Air Lines Inc.,V,174,561324,561324,65984546,64690657,56132,190063634,1625904,1625904,3233806,0,869,6184
2020,3,9,19690,HA,Hawaiian Airlines Inc.,15375,P,Hawaiian Airlines Inc.,V,198,750618,750618,100626,25565,75062,201681,1053898,1053898,3791,0,1,7
2020,3,9,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",16076,I,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",V,386,501023,501023,50102,0,50102,162418,1438555,1438555,9281,0,8,20
2020,3,9,20422,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,Sun Country Airlines d/b/a MN Airlines,V,767,1050316,1050316,105032,0,105032,551326,2473986,2473986,13301,0,9,30
2020,3,9,19393,WN,Southwest Airlines Co.,11033,L,Southwest Airlines Co.,V,1217,2100365,2100365,210037,0,210037,451971,3690352,3690352,23472,0,14,59
2020,4,10,19790,DL,Delta Air Lines Inc.,01260,D,Delta Air Lines Inc.,V,19788,19965575,19965575,2165543,168986,1996558,9778581,59150575,59150575,269622,0,377,611
2020,4,10,19690,HA,Hawaiian Airlines Inc.,05375,D,Hawaiian Airlines Inc.,V,634,946730,946730,127841,33168,94673,364474,2241848,2241848,9930,0,6,21
2020,4,10,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,V,7390,4602884,4602884,460288,0,460288,1306144,10081208,10081208,72112,0,116,163
2020,4,10,20368,G4,Allegiant Air,06035,D,Allegiant Air,V,14009,10260631,10260631,1026063,0,1026063,1687390,16873896,16873896,94384,0,124,230
2020,4,10,20207,XP,TEM Enterprises dba  Avelo Airlines,06144,D,XTRA Airways,V,205,103115,103115,10312,0,10312,58050,487620,487620,2580,0,6,6
2020,4,10,20409,B6,JetBlue Airways,06673,D,JetBlue Airways,V,1181,1020154,1020154,102015,0,102015,230946,1919000,1919000,12221,0,12,27
2020,4,10,19393,WN,Southwest Airlines Co.,06725,D,Southwest Airlines Co.,V,5923,5780351,5780351,578035,0,578035,1488398,12233843,12233843,82013,0,82,180
2020,4,10,20422,SY,Sun Country Airlines d/b/a MN Airlines,06795,D,Sun Country Airlines d/b/a MN Airlines,V,44454,40792677,40792677,14482353,10403085,4079268,64653088,290120010,290120010,1559785,0,1625,3501
2020,4,10,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",06076,D,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",V,393,403373,403373,40337,0,40337,215688,1910375,1910375,12325,0,14,29
2020,4,10,19805,AA,American Airlines Inc.,0A050,D,American Airlines Inc.,V,1619,2280288,2280288,228029,0,228029,843933,4484922,4484922,16886,0,12,33
2020,4,10,19977,UA,United Air Lines Inc.,0A875,D,United Air Lines Inc.,V,21595,28820172,28820172,24570382,19608432,2882017,68556519,45212388,45212388,1124117,0,350,2101
2020,4,10,19790,DL,Delta Air Lines Inc.,10260,L,Delta Air Lines Inc.,V,602,1592736,1592736,1632568,1439823,159274,4497749,3389424,3389424,103450,0,32,205
2020,4,10,19790,DL,Delta Air Lines Inc.,10261,A,Delta Air Lines Inc.,V,1013,3354477,3354477,9124065,8548433,335448,25727245,7478287,7478287,514918,0,87,987
2020,4,10,19790,DL,Delta Air Lines Inc.,10262,P,Delta Air Lines Inc.,V,143,654368,654368,1247613,1067910,65437,3961537,1340768,1340768,81969,0,12,154
2020,4,10,19977,UA,United Air Lines Inc.,10874,A,United Air Lines Inc.,V,1554,5957107,5957107,19009602,17859253,595711,71564163,15887280,15887280,1264836,0,295,2398
2020,4,10,19977,UA,United Air Lines Inc.,10876,L,United Air Lines Inc.,V,515,450442,450442,7566739,7429678,45044,16666785,1034844,1034844,271136,0,60,510
2020,4,10,19977,UA,United Air Lines Inc.,10877,P,United Air Lines Inc.,V,337,1904724,1904724,69991403,68535299,190472,191501074,1978200,1978200,3185334,0,757,6046
2020,4,10,19690,HA,Hawaiian Airlines Inc.,15375,P,Hawaiian Airlines Inc.,V,812,1280032,1280032,128003,0,128003,398310,2204726,2204726,8667,0,6,18
2020,4,10,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",16076,I,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",V,218,308214,308214,30821,0,30821,129990,1151340,1151340,7428,0,6,16
2020,4,10,20422,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,Sun Country Airlines d/b/a MN Airlines,V,435,1417887,1417887,141789,0,141789,1068415,4794336,4794336,25776,0,11,55
2020,4,10,19393,WN,Southwest Airlines Co.,11033,L,Southwest Airlines Co.,V,1364,2283693,2283693,228369,0,228369,484850,3968134,3968134,25722,0,15,59
2020,4,11,19790,DL,Delta Air Lines Inc.,01260,D,Delta Air Lines Inc.,V,19143,25428674,25428674,2789259,246392,2542867,11513348,67374245,67374245,283672,0,296,613
2020,4,11,19690,HA,Hawaiian Airlines Inc.,05375,D,Hawaiian Airlines Inc.,V,1634,3368435,3368435,448583,111740,336844,1368604,7894208,7894208,32509,0,16,70
2020,4,11,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,V,7788,4495134,4495134,449555,41,449513,1459356,11262919,11262919,77082,0,141,182
2020,4,11,20368,G4,Allegiant Air,06035,D,Allegiant Air,V,9351,7730422,7730422,773042,0,773042,1326078,13260783,13260783,72995,0,86,164
2020,4,11,20207,XP,TEM Enterprises dba  Avelo Airlines,06144,D,XTRA Airways,V,0,0,0,0,0,0,0,0,0,0,0,1,1
2020,4,11,19687,QX,Horizon Air,06580,D,Horizon Air,V,29,25143,25143,2514,0,2514,8453,65892,65892,867,0,1,2
2020,4,11,20409,B6,JetBlue Airways,06673,D,JetBlue Airways,V,1394,904547,904547,90455,0,90455,166126,1429360,1429360,8948,0,13,20
2020,4,11,19393,WN,Southwest Airlines Co.,06725,D,Southwest Airlines Co.,V,3715,4108477,4108477,410848,0,410848,1036891,8514767,8514767,56673,0,56,122
2020,4,11,20422,SY,Sun Country Airlines d/b/a MN Airlines,06795,D,Sun Country Airlines d/b/a MN Airlines,V,32986,31271391,31271391,16211645,13084506,3127139,64151383,291186474,291186474,1567940,0,1457,3491
2020,4,11,20398,MQ,Envoy Air,06820,D,Envoy Air,V,23,38172,38172,3817,0,3817,79019,608760,608760,8010,0,8,18
2020,4,11,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",06076,D,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",V,105,101220,101220,10122,0,10122,71050,629300,629300,4060,0,5,9
2020,4,11,19805,AA,American Airlines Inc.,0A050,D,American Airlines Inc.,V,1348,1498137,1498137,150086,272,149814,575252,3055117,3055117,11131,0,10,23
2020,4,11,19977,UA,United Air Lines Inc.,0A875,D,United Air Lines Inc.,V,16086,18992054,18992054,18214533,16172319,1899205,53570382,30943565,30943565,878365,0,292,1647
2020,4,11,19790,DL,Delta Air Lines Inc.,10260,L,Delta Air Lines Inc.,V,47,61382,61382,684020,661348,6138,2257259,604381,604381,51845,0,18,104
2020,4,11,19790,DL,Delta Air Lines Inc.,10261,A,Delta Air Lines Inc.,V,564,1850321,1850321,12008489,11029691,185032,38338448,4034678,4034678,837837,0,218,1710
2020,4,11,19790,DL,Delta Air Lines Inc.,10262,P,Delta Air Lines Inc.,V,0,0,0,279827,279827,0,550406,0,0,11618,0,2,19
2020,4,11,19977,UA,United Air Lines Inc.,10874,A,United Air Lines Inc.,V,2110,8454083,8454083,20350885,18838707,845408,70010650,11169550,11169550,1289510,0,306,2465
2020,4,11,19977,UA,United Air Lines Inc.,10876,L,United Air Lines Inc.,V,600,889083,889083,7211697,7061619,88908,16687142,2626728,2626728,282257,0,63,534
2020,4,11,19977,UA,United Air Lines Inc.,10877,P,United Air Lines Inc.,V,375,1972500,1972500,85396973,83730545,197250,233123914,3262152,3262152,3884184,0,896,7409
2020,4,11,19690,HA,Hawaiian Airlines Inc.,15375,P,Hawaiian Airlines Inc.,V,791,2203911,2203911,220391,0,220391,1006003,5250030,5250030,18885,0,7,37
2020,4,11,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",16076,I,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",V,1925,1123528,1123528,112353,0,112353,284235,2517510,2517510,16242,0,29,40
2020,4,11,20422,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,Sun Country Airlines d/b/a MN Airlines,V,555,1977614,1977614,197761,0,197761,1243078,5646216,5646216,30356,0,15,65
2020,4,11,19393,WN,Southwest Airlines Co.,11033,L,Southwest Airlines Co.,V,661,1168843,1168843,116884,0,116884,280816,2308189,2308189,15475,0,9,29
2020,4,12,19790,DL,Delta Air Lines Inc.,01260,D,Delta Air Lines Inc.,V,21886,16271699,16271699,1714237,85703,1627170,8891526,44206339,44206339,295052,0,534,712
2020,4,12,19690,HA,Hawaiian Airlines Inc.,05375,D,Hawaiian Airlines Inc.,V,1025,2512197,2512197,311749,60529,251220,825073,5686034,5686034,28052,0,14,58
2020,4,12,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,V,9064,5675423,5675423,567542,0,567542,1964140,15332562,15332562,98690,0,161,229
2020,4,12,20368,G4,Allegiant Air,06035,D,Allegiant Air,V,6383,4495174,4495174,449517,0,449517,681164,6811638,6811638,38264,0,54,90
2020,4,12,20207,XP,TEM Enterprises dba  Avelo Airlines,06144,D,XTRA Airways,V,0,0,0,0,0,0,91260,766584,766584,4056,0,8,11
2020,4,12,20409,B6,JetBlue Airways,06673,D,JetBlue Airways,V,2251,1397473,1397473,139747,0,139747,443261,3535750,3535750,27921,0,37,65
2020,4,12,19393,WN,Southwest Airlines Co.,06725,D,Southwest Airlines Co.,V,1995,1456222,1456222,145622,0,145622,404580,3311313,3311313,21471,0,24,48
2020,4,12,20422,SY,Sun Country Airlines d/b/a MN Airlines,06795,D,Sun Country Airlines d/b/a MN Airlines,V,24140,20075310,20075310,15646034,13638503,2007531,61307708,275881206,275881206,1485972,0,1331,3296
2020,4,12,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",06076,D,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",V,28,26992,26992,2699,0,2699,50610,448260,448260,2892,0,3,7
2020,4,12,20363,9E,Endeavor Air Inc.,07024,D,Endeavor Air Inc.,V,381,174652,174652,17465,0,17465,69020,552160,552160,7888,0,18,21
2020,4,12,19805,AA,American Airlines Inc.,0A050,D,American Airlines Inc.,V,2154,2260580,2260580,226892,834,226058,831653,4463168,4463168,16832,0,16,37
2020,4,12,19977,UA,United Air Lines Inc.,0A875,D,United Air Lines Inc.,V,11593,10358909,10358909,22076388,20885827,1035891,65845595,19632478,19632478,1023818,0,281,1901
2020,4,12,19790,DL,Delta Air Lines Inc.,10260,L,Delta Air Lines Inc.,V,0,0,0,288223,288223,0,768748,0,0,16472,0,4,33
2020,4,12,19790,DL,Delta Air Lines Inc.,10261,A,Delta Air Lines Inc.,V,602,1999160,1999160,10869772,9472679,199916,36996881,4215422,4215422,816384,0,212,1660
2020,4,12,19790,DL,Delta Air Lines Inc.,10262,P,Delta Air Lines Inc.,V,0,0,0,183893,157903,0,734368,0,0,15258,0,3,26
2020,4,12,19977,UA,United Air Lines Inc.,10874,A,United Air Lines Inc.,V,719,2316151,2316151,19562859,18229064,231615,67827659,2934850,2934850,1243428,0,299,2372
2020,4,12,19977,UA,United Air Lines Inc.,10876,L,United Air Lines Inc.,V,639,778911,778911,7694044,7482946,77891,21995802,2496190,2496190,354743,0,80,673
2020,4,12,19977,UA,United Air Lines Inc.,10877,P,United Air Lines Inc.,V,783,2004576,2004576,81596433,79500585,200458,213240969,2760060,2760060,3594767,0,919,6880
2020,4,12,19690,HA,Hawaiian Airlines Inc.,15375,P,Hawaiian Airlines Inc.,V,497,468174,468174,46817,0,46817,149213,785628,785628,2826,0,3,5
2020,4,12,20310,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",16076,I,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",V,4189,2393790,2393790,239379,0,239379,550253,4873665,4873665,31443,0,56,76
2020,4,12,20422,SY,Sun Country Airlines d/b/a MN Airlines,16795,L,Sun Country Airlines d/b/a MN Airlines,V,290,738866,738866,73887,0,73887,650972,2921130,2921130,15705,0,11,36
2020,4,12,19393,WN,Southwest Airlines Co.,11033,L,Southwest Airlines Co.,V,295,676435,676435,67644,0,67644,129096,1057073,1057073,6879,0,3,14
2020,1,1,21167,CP (2),Compass Airlines,01131,D,Compass Airlines,Z,343773,184137212,184137212,18413721,0,18413721,31229143,238668543,238668543,3140817,3142097,5965,7964
2020,1,1,19790,DL,Delta Air Lines Inc.,01260,D,Delta Air Lines Inc.,Z,10378211,10259701855,10259701855,1054519371,16261624,1025970186,1683870922,12513533941,12513533941,74122435,73522926,81801,168764
2020,1,1,19690,HA,Hawaiian Airlines Inc.,05375,D,Hawaiian Airlines Inc.,Z,824794,1021029620,1021029620,116221362,13585360,102102962,204298745,1237762516,1237762516,5598260,5620207,7003,12328
2020,1,1,20452,YX,Republic Airline,06003,D,Republic Airline,Z,1392756,868621919,868621919,86862192,0,86862192,182809550,1290634165,1290634165,17404231,17550228,29097,44499
2020,1,1,20046,ZW,Air Wisconsin Airlines Corp,06024,D,Air Wisconsin Airlines Corp,Z,319299,117859263,117859263,11785926,0,11785926,19840471,157185500,157185500,3143710,3241907,8621,8903
2020,1,1,19930,AS,Alaska Airlines Inc.,06031,D,Alaska Airlines Inc.,Z,2529936,3602475362,3602475362,365348167,3673085,360247536,585527195,4527412860,4527412860,27793626,28446960,21516,61481
